index,jour,mois,lumiere,departement,agglomeration,intersection,condition_atmospherique,type_collision,lat,long,velo,categorie_route,circulation,nombre_voie,voie_reservee,declivite,largeur_route,etat_surface,type_infrastructure,voie_accident,limite_vitesse,vacances,Date,weekday,coordinates,closest_compteur,traffic
558,21,11,5,75,2,1,2,7,48.861238,2.239737,False,4,2,2,0,1,-1.0,2,0,1,50,False,2021-11-21 01:00:00,6,"(48.861238, 2.239737)",100047535-101047535,0.0
559,21,11,5,75,2,1,8,7,48.841773,2.325315,False,4,1,1,0,1,-1.0,2,0,1,30,False,2021-11-21 17:15:00,6,"(48.841773, 2.325315)",100049407-353255860,1.0
560,21,11,5,75,2,2,8,6,48.88361,2.349562,False,4,1,0,0,1,-1.0,1,0,1,50,False,2021-11-21 00:10:00,6,"(48.88361, 2.349562)",100003099-353242239,0.0
561,20,11,5,75,2,4,1,3,48.874078,2.298212,False,4,3,4,0,1,-1.0,1,0,1,30,False,2021-11-20 19:30:00,5,"(48.874078, 2.298212)",100044494-101044494,1.0
562,21,11,5,75,2,2,1,3,48.859946,2.313106,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-11-21 19:18:00,6,"(48.859946, 2.313106)",100056335-103056335,0.0
563,21,11,1,75,2,2,2,1,48.865283,2.343087,False,4,3,2,0,1,-1.0,2,0,1,30,False,2021-11-21 15:40:00,6,"(48.865283, 2.343087)",100057445-103057445,13.0
564,17,11,1,75,2,1,1,4,48.896897,2.394076,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-17 13:42:00,2,"(48.896897, 2.394076)",100047542-104047542,3.0
565,20,11,1,75,2,4,8,7,48.870539,2.388247,True,4,1,1,1,2,-1.0,1,-1,5,30,False,2021-11-20 11:35:00,5,"(48.870539, 2.388247)",100047537-101047537,2.0
566,20,11,1,75,2,5,8,3,48.886244,2.396738,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-20 14:30:00,5,"(48.886244, 2.396738)",100047542-104047542,3.0
567,20,11,1,75,2,3,1,3,48.841507,2.266543,True,4,-1,2,3,1,-1.0,1,0,1,50,False,2021-11-20 11:10:00,5,"(48.841507, 2.266543)",100047535-101047535,0.0
568,20,11,1,75,2,4,1,6,48.863343,2.29631,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-20 10:40:00,5,"(48.863343, 2.29631)",100044494-101044494,1.0
569,20,11,5,75,2,2,1,6,48.845301,2.271591,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-20 07:00:00,5,"(48.845301, 2.271591)",100042374-109042374,0.0
570,20,11,1,75,2,3,1,6,48.842954,2.298755,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-20 16:15:00,5,"(48.842954, 2.298755)",100056040-101056040,0.0
571,20,11,5,75,2,5,1,2,48.852582,2.368087,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-20 01:30:00,5,"(48.852582, 2.368087)",100047544-101047544,2.0
572,19,11,5,75,2,1,1,4,48.847718,2.364266,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-19 23:45:00,4,"(48.847718, 2.364266)",100057329-104057329,6.0
573,19,11,1,75,2,1,1,6,48.860164,2.263554,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-11-19 13:00:00,4,"(48.860164, 2.263554)",100042374-109042374,0.0
574,19,11,1,75,2,4,1,3,48.81612,2.359911,False,4,-1,2,0,1,-1.0,1,0,1,70,False,2021-11-19 12:45:00,4,"(48.81612, 2.359911)",100056041-101056041,3.0
575,19,11,1,75,2,4,1,3,48.825036,2.303549,False,4,1,3,0,1,-1.0,1,1,1,70,False,2021-11-19 08:15:00,4,"(48.825036, 2.303549)",100047547-104047547,1.0
576,17,11,1,75,2,5,1,7,48.850354,2.342624,False,4,4,4,0,2,-1.0,1,-1,6,30,False,2021-11-17 12:30:00,2,"(48.850354, 2.342624)",100060174-101060174,0.0
577,19,11,1,75,2,1,1,6,48.850988,2.415899,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-11-19 12:20:00,4,"(48.850988, 2.415899)",100056036-101056036,0.0
578,19,11,5,75,2,7,1,2,48.878021,2.37069,True,4,2,2,0,2,-1.0,1,0,1,30,False,2021-11-19 19:45:00,4,"(48.878021, 2.37069)",100056034-101056034,4.0
579,19,11,1,75,2,2,1,1,48.8887574278,2.3931205273,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-19 13:05:00,4,"(48.8887574278, 2.3931205273)",100047542-104047542,3.0
580,19,11,1,75,2,3,8,3,48.893243,2.352652,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-19 08:40:00,4,"(48.893243, 2.352652)",100063173-101063173,0.0
581,19,11,5,75,2,3,1,1,48.893614,2.318608,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-19 18:25:00,4,"(48.893614, 2.318608)",100063175-353277235,2.0
582,19,11,5,75,2,3,1,6,48.86167,2.229005,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-11-19 02:00:00,4,"(48.86167, 2.229005)",100047535-101047535,0.0
583,19,11,1,75,2,3,1,7,48.8291352692,2.3084324598,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-19 16:05:00,4,"(48.8291352692, 2.3084324598)",100047547-104047547,1.0
584,19,11,5,75,2,3,1,6,48.838276,2.342062,False,4,-1,4,0,2,-1.0,1,0,1,30,False,2021-11-19 18:30:00,4,"(48.838276, 2.342062)",100049407-353255860,1.0
585,19,11,1,75,2,3,1,7,48.820409,2.359091,False,4,2,1,1,1,-1.0,1,-1,5,30,False,2021-11-19 11:10:00,4,"(48.820409, 2.359091)",100056039-101056039,5.0
586,16,11,5,75,2,1,1,3,48.873762,2.340673,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-16 18:55:00,1,"(48.873762, 2.340673)",100003099-353242239,0.0
587,19,11,1,75,2,2,1,6,48.858067,2.310007,True,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-19 16:30:00,4,"(48.858067, 2.310007)",100056046-101056046,1.0
588,19,11,1,75,2,3,1,1,48.853836,2.327371,False,4,1,1,2,1,-1.0,1,-1,5,50,False,2021-11-19 11:15:00,4,"(48.853836, 2.327371)",100050132-101050132,0.0
589,19,11,5,75,2,7,1,6,48.862413,2.301595,False,4,1,4,0,1,-1.0,1,0,1,30,False,2021-11-19 05:20:00,4,"(48.862413, 2.301595)",100056223-101056223,6.0
590,18,11,1,75,2,3,1,3,48.84982,2.32329,True,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-18 10:50:00,3,"(48.84982, 2.32329)",100060178-101060178,0.0
591,19,11,1,75,2,4,1,3,48.865437,2.35619,False,4,1,3,1,1,-1.0,1,-1,5,30,False,2021-11-19 08:50:00,4,"(48.865437, 2.35619)",100056334-104056334,5.0
592,19,11,5,75,2,2,1,3,48.874197,2.32393,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-11-19 01:24:00,4,"(48.874197, 2.32393)",100056035-353266460,0.0
593,18,11,1,75,2,7,1,3,48.828022,2.326934,False,4,2,5,1,1,-1.0,1,-1,5,50,False,2021-11-18 15:00:00,3,"(48.828022, 2.326934)",100056225-101056225,0.0
594,17,11,2,75,2,1,1,3,48.900309,2.377994,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-17 17:20:00,2,"(48.900309, 2.377994)",100047548-104047548,5.0
595,9,11,5,75,2,1,1,1,48.847165,2.328017,True,4,-1,1,0,1,-1.0,1,0,1,30,False,2021-09-11 21:10:00,5,"(48.847165, 2.328017)",100049407-353255860,1.0
596,18,11,5,75,2,4,1,3,48.864611,2.405987,False,4,2,4,1,2,-1.0,1,-1,5,30,False,2021-11-18 19:00:00,3,"(48.864611, 2.405987)",100056036-101056036,0.0
597,18,11,1,75,2,1,1,6,48.862782,2.399938,False,4,2,2,0,2,-1.0,1,0,1,30,False,2021-11-18 15:00:00,3,"(48.862782, 2.399938)",100056036-101056036,0.0
598,18,11,1,75,2,3,1,6,48.864625,2.405646,False,4,-1,2,0,1,-1.0,1,0,1,30,False,2021-11-18 12:20:00,3,"(48.864625, 2.405646)",100056036-101056036,0.0
599,17,11,1,75,2,1,1,1,48.8634349223,2.3896336555,True,4,2,4,1,2,-1.0,1,-1,5,30,False,2021-11-17 14:15:00,2,"(48.8634349223, 2.3896336555)",100047537-101047537,2.0
600,18,11,1,75,2,7,1,3,48.889608,2.395757,False,4,-1,2,0,1,-1.0,1,0,1,30,False,2021-11-18 15:30:00,3,"(48.889608, 2.395757)",100047542-104047542,3.0
601,18,11,1,75,2,7,1,6,48.880708,2.285282,False,4,1,1,3,1,-1.0,1,0,1,30,False,2021-11-18 09:15:00,3,"(48.880708, 2.285282)",100047534-101047534,0.0
602,18,11,1,75,2,1,1,6,48.832269,2.362794,True,4,2,3,1,1,-1.0,1,-1,5,30,False,2021-11-18 09:43:00,3,"(48.832269, 2.362794)",100047539-101047539,2.0
603,18,11,5,75,2,2,1,3,48.84321,2.370303,False,4,1,2,0,1,-1.0,1,-1,5,50,False,2021-11-18 18:36:00,3,"(48.84321, 2.370303)",100056329-103056329,0.0
604,18,11,1,75,2,3,1,2,48.857056,2.371203,True,4,1,2,1,1,-1.0,1,8,1,30,False,2021-11-18 09:00:00,3,"(48.857056, 2.371203)",100047544-101047544,2.0
605,18,11,3,75,2,1,1,2,48.883743,2.359225,False,4,1,3,3,1,-1.0,1,0,1,30,False,2021-11-18 07:05:00,3,"(48.883743, 2.359225)",100047533-101047533,11.0
606,18,11,1,75,2,4,1,7,48.877345,2.344661,False,4,2,2,2,3,-1.0,1,0,1,30,False,2021-11-18 12:45:00,3,"(48.877345, 2.344661)",100003099-353242239,0.0
607,18,11,5,75,2,7,1,6,48.87486,2.319867,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-18 22:20:00,3,"(48.87486, 2.319867)",100056047-101056047,0.0
608,18,11,5,75,2,2,1,6,48.864681,2.313654,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-18 17:45:00,3,"(48.864681, 2.313654)",100057380-104057380,1.0
609,18,11,1,75,2,1,1,6,48.860365,2.32497,True,4,-1,1,3,2,-1.0,1,6,1,30,False,2021-11-18 09:50:00,3,"(48.860365, 2.32497)",100056035-353266460,0.0
610,17,11,1,75,2,3,1,3,48.852419,2.32667,False,4,1,2,3,1,-1.0,1,-1,6,30,False,2021-11-17 13:35:00,2,"(48.852419, 2.32667)",100050132-101050132,0.0
611,17,11,1,75,2,1,1,3,48.895318,2.394566,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-17 13:15:00,2,"(48.895318, 2.394566)",100047542-104047542,3.0
612,17,11,1,75,2,1,1,4,48.876534,2.409645,False,4,1,4,0,1,-1.0,2,1,1,70,False,2021-11-17 08:30:00,2,"(48.876534, 2.409645)",100056327-103056327,3.0
613,17,11,1,75,2,1,8,6,48.837801,2.344945,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-17 10:50:00,2,"(48.837801, 2.344945)",100049408-101049408,2.0
614,17,11,1,75,2,5,2,2,48.853751,2.344285,False,4,1,3,3,1,-1.0,2,0,1,30,False,2021-11-17 08:40:00,2,"(48.853751, 2.344285)",100060174-101060174,0.0
615,17,11,1,75,2,3,2,2,48.867042,2.408854,False,4,2,4,0,2,-1.0,2,0,1,30,False,2021-11-17 07:55:00,2,"(48.867042, 2.408854)",100056327-103056327,3.0
616,17,11,1,75,2,1,8,7,48.88438,2.376316,False,4,2,4,2,1,-1.0,2,0,1,30,False,2021-11-17 08:50:00,2,"(48.88438, 2.376316)",100056034-101056034,4.0
617,17,11,5,75,2,3,1,6,48.897825,2.335339,False,4,1,2,1,1,-1.0,1,-1,5,30,False,2021-11-17 19:05:00,2,"(48.897825, 2.335339)",300021320-353293614,1.0
618,16,11,1,75,2,3,1,2,48.86705,2.316086,False,4,2,10,0,1,-1.0,1,0,1,30,False,2021-11-16 12:40:00,1,"(48.86705, 2.316086)",100057380-104057380,1.0
619,17,11,1,75,2,2,1,3,48.833501,2.29869,False,4,2,2,0,2,-1.0,1,0,1,30,False,2021-11-17 15:50:00,2,"(48.833501, 2.29869)",300014702-353245971,2.0
620,16,11,1,75,2,1,1,7,48.833083,2.287427,True,4,3,3,1,1,-1.0,1,-1,5,30,False,2021-11-16 10:05:00,1,"(48.833083, 2.287427)",300014702-353245971,2.0
621,16,11,5,75,2,4,1,3,48.834086,2.324343,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-11-16 21:50:00,1,"(48.834086, 2.324343)",100003096-353242251,0.0
622,17,11,1,75,2,3,8,3,48.826236,2.387269,False,4,3,2,0,1,-1.0,2,0,1,30,False,2021-11-17 09:30:00,2,"(48.826236, 2.387269)",100047549-101047549,3.0
623,15,11,5,75,2,2,1,3,48.830344,2.370435,False,4,1,2,2,2,-1.0,1,-1,5,30,False,2021-11-15 19:30:00,0,"(48.830344, 2.370435)",100036718-104036718,5.0
624,17,11,1,75,2,1,1,6,48.837476,2.401352,False,4,3,2,0,2,-1.0,1,0,1,30,False,2021-11-17 15:00:00,2,"(48.837476, 2.401352)",100056226-104056226,1.0
625,17,11,1,75,2,2,2,3,48.848642,2.372553,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-11-17 10:20:00,2,"(48.848642, 2.372553)",100041488-101041488,2.0
626,16,11,5,75,2,1,1,6,48.843893,2.371578,False,4,3,2,0,1,-1.0,1,1,1,30,False,2021-11-16 22:00:00,1,"(48.843893, 2.371578)",100056329-103056329,0.0
627,16,11,5,75,2,3,1,3,48.838593,2.381246,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-16 17:30:00,1,"(48.838593, 2.381246)",100006300-101006300,0.0
628,17,11,1,75,2,1,1,1,48.863093,2.368495,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-17 14:00:00,2,"(48.863093, 2.368495)",100047544-101047544,2.0
629,17,11,5,75,2,3,1,4,48.871089,2.303481,False,4,2,6,0,2,-1.0,2,0,1,50,False,2021-11-17 07:20:00,2,"(48.871089, 2.303481)",100056042-101056042,1.0
630,17,11,1,75,2,2,2,7,48.866749,2.343829,False,4,1,3,3,1,-1.0,2,0,1,30,False,2021-11-17 08:50:00,2,"(48.866749, 2.343829)",100057445-103057445,13.0
631,17,11,1,75,2,2,1,7,48.869327,2.35424,False,4,2,5,1,1,-1.0,2,0,1,30,False,2021-11-17 08:00:00,2,"(48.869327, 2.35424)",100056334-104056334,5.0
632,16,11,1,75,2,2,1,3,48.845822,2.367658,False,4,2,5,3,1,-1.0,1,-1,6,30,False,2021-11-16 13:00:00,1,"(48.845822, 2.367658)",100056329-103056329,0.0
633,24,8,1,75,2,1,1,6,48.867298,2.289106,False,4,1,1,0,2,-1.0,1,0,4,30,False,2021-08-24 11:45:00,1,"(48.867298, 2.289106)",100044495-101044495,0.0
634,16,11,1,75,2,1,8,3,48.824292,2.30637,False,4,1,3,0,1,-1.0,2,0,1,70,False,2021-11-16 08:45:00,1,"(48.824292, 2.30637)",100047547-104047547,1.0
635,15,11,1,75,2,1,1,2,48.842328,2.254192,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-11-15 11:05:00,0,"(48.842328, 2.254192)",100047535-101047535,0.0
636,15,11,1,75,2,4,1,3,48.900606,2.373933,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-15 07:50:00,0,"(48.900606, 2.373933)",100047545-104047545,1.0
637,15,11,1,75,2,1,1,5,48.852422,2.252586,False,4,1,3,0,1,-1.0,1,1,1,70,False,2021-11-15 13:20:00,0,"(48.852422, 2.252586)",100047535-101047535,0.0
638,16,11,1,75,2,4,1,6,48.85584,2.410089,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-16 08:20:00,1,"(48.85584, 2.410089)",100056036-101056036,0.0
639,16,11,5,75,2,4,1,3,48.888783,2.393064,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-16 05:30:00,1,"(48.888783, 2.393064)",100047542-104047542,3.0
640,16,11,5,75,2,2,1,3,48.887783,2.389279,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-16 06:19:00,1,"(48.887783, 2.389279)",100047542-104047542,3.0
641,16,11,5,75,2,3,2,3,48.889552,2.326312,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-11-16 20:50:00,1,"(48.889552, 2.326312)",100063175-353277235,2.0
642,15,11,2,75,2,2,8,3,48.822664,2.322669,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-15 16:25:00,0,"(48.822664, 2.322669)",100056225-101056225,0.0
643,15,11,5,75,2,1,1,3,48.834532,2.381567,False,4,1,3,0,1,-1.0,1,0,1,50,False,2021-11-15 05:00:00,0,"(48.834532, 2.381567)",100036718-104036718,5.0
644,16,11,5,75,2,3,1,6,48.860986,2.374793,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-16 21:30:00,1,"(48.860986, 2.374793)",100044506-101044506,9.0
645,16,11,5,75,2,2,1,2,48.867055,2.383078,False,4,3,2,0,1,-1.0,1,0,1,30,False,2021-11-16 18:50:00,1,"(48.867055, 2.383078)",100065336-104065336,0.0
646,16,11,1,75,2,2,8,6,48.865183,2.367745,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-11-16 10:00:00,1,"(48.865183, 2.367745)",100047544-101047544,2.0
647,15,11,5,75,2,2,2,2,48.8714,2.302516,False,4,1,3,0,1,-1.0,2,0,1,50,False,2021-11-15 19:30:00,0,"(48.8714, 2.302516)",100056042-101056042,1.0
648,16,11,1,75,2,1,1,3,48.874767,2.297428,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-16 09:07:00,1,"(48.874767, 2.297428)",100044494-101044494,1.0
649,16,11,5,75,2,3,1,6,48.872062,2.300464,False,4,2,10,0,2,-1.0,1,0,1,30,False,2021-11-16 03:51:00,1,"(48.872062, 2.300464)",100056042-101056042,1.0
650,14,11,5,75,2,1,1,3,48.824682,2.30516,False,4,1,3,0,1,-1.0,1,1,1,70,False,2021-11-14 22:00:00,6,"(48.824682, 2.30516)",100047547-104047547,1.0
651,14,11,5,75,2,4,2,6,48.819304,2.328763,False,4,1,2,0,2,-1.0,2,0,1,70,False,2021-11-14 02:41:00,6,"(48.819304, 2.328763)",100056225-101056225,0.0
652,13,11,1,75,2,4,8,2,48.821883,2.316696,False,4,1,3,0,1,-1.0,1,0,1,70,False,2021-11-13 13:52:00,5,"(48.821883, 2.316696)",100056225-101056225,0.0
653,15,11,1,75,2,3,2,3,48.893405,2.327564,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-11-15 13:10:00,0,"(48.893405, 2.327564)",100063175-353277235,2.0
654,15,11,5,75,2,3,1,6,48.887319,2.39474,True,4,2,3,0,1,-1.0,1,0,1,30,False,2021-11-15 18:00:00,0,"(48.887319, 2.39474)",100047542-104047542,3.0
655,15,11,5,75,2,2,2,7,48.891558,2.318512,False,4,2,2,1,1,-1.0,2,0,1,30,False,2021-11-15 18:00:00,0,"(48.891558, 2.318512)",100063175-353277235,2.0
656,15,11,2,75,2,3,2,6,48.86561,2.286399,False,4,1,1,0,1,-1.0,2,0,4,30,False,2021-11-15 17:20:00,0,"(48.86561, 2.286399)",100044495-101044495,0.0
657,15,11,1,75,2,2,1,3,48.84641,2.283161,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-11-15 12:30:00,0,"(48.84641, 2.283161)",100056330-104056330,1.0
658,22,10,1,75,2,4,1,3,48.840158,2.321885,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-10-22 08:40:00,4,"(48.840158, 2.321885)",100060178-101060178,0.0
659,15,11,5,75,2,3,2,6,48.863071,2.376185,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-11-15 18:10:00,0,"(48.863071, 2.376185)",100044506-101044506,9.0
660,15,11,1,75,2,3,2,6,48.866641,2.367358,True,4,1,1,1,1,-1.0,2,-1,5,30,False,2021-11-15 15:40:00,0,"(48.866641, 2.367358)",100047544-101047544,2.0
661,15,11,1,75,2,5,2,3,48.848976,2.392001,False,4,2,2,0,2,-1.0,2,0,1,30,False,2021-11-15 14:50:00,0,"(48.848976, 2.392001)",100006300-101006300,0.0
662,15,11,5,75,2,2,2,3,48.876647,2.3177,True,4,1,2,1,1,-1.0,2,-1,5,50,False,2021-11-15 17:50:00,0,"(48.876647, 2.3177)",100056038-101056038,2.0
663,15,11,1,75,2,4,8,3,48.854747,2.325931,True,4,1,0,3,1,-1.0,1,-1,6,30,False,2021-11-15 14:45:00,0,"(48.854747, 2.325931)",100050132-101050132,0.0
664,12,11,1,75,2,2,1,6,48.862866,2.362575,False,4,1,3,0,1,-1.0,1,0,1,30,False,2021-12-11 07:45:00,5,"(48.862866, 2.362575)",100056334-104056334,12.0
665,15,11,1,75,1,1,1,2,48.8217469678,2.4622035027,False,1,3,4,0,1,-1.0,1,0,1,90,False,2021-11-15 08:10:00,0,"(48.8217469678, 2.4622035027)",100056226-104056226,1.0
666,13,11,1,75,2,1,1,3,48.900645,2.32473,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-13 16:00:00,5,"(48.900645, 2.32473)",100063175-353277235,2.0
667,14,11,5,75,2,2,1,3,48.852316,2.40399,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-11-14 18:50:00,6,"(48.852316, 2.40399)",100056036-101056036,0.0
668,14,11,5,75,2,3,1,3,48.887124,2.375468,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-14 21:45:00,6,"(48.887124, 2.375468)",100056034-101056034,4.0
669,14,11,5,75,2,7,1,2,48.878307,2.337548,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-14 20:00:00,6,"(48.878307, 2.337548)",100003099-353242239,0.0
670,14,11,1,75,2,7,8,3,48.873526,2.295833,False,4,2,6,0,1,-1.0,2,0,1,50,False,2021-11-14 10:00:00,6,"(48.873526, 2.295833)",100044494-101044494,1.0
671,14,11,5,75,2,7,2,6,48.873526,2.295833,False,4,1,4,0,1,-1.0,2,0,1,30,False,2021-11-14 02:45:00,6,"(48.873526, 2.295833)",100044494-101044494,1.0
672,14,11,1,75,2,1,1,7,48.859787,2.32434,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-11-14 15:45:00,6,"(48.859787, 2.32434)",100056035-353266460,0.0
673,14,11,1,75,2,3,1,6,48.857282,2.352386,False,4,2,2,1,1,-1.0,1,0,1,30,False,2021-11-14 14:35:00,6,"(48.857282, 2.352386)",100050876-103050876,1.0
674,14,11,5,75,2,3,1,2,48.85465,2.347733,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-14 02:25:00,6,"(48.85465, 2.347733)",300021312-353293580,2.0
675,8,11,1,75,2,1,1,2,48.872553,2.298729,False,4,2,8,1,2,-1.0,1,0,1,30,False,2021-08-11 16:15:00,2,"(48.872553, 2.298729)",100044494-101044494,1.0
676,13,11,5,75,2,1,1,4,48.816707,2.365107,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-13 18:40:00,5,"(48.816707, 2.365107)",100056041-101056041,3.0
677,12,11,5,75,2,1,1,3,48.847198,2.34149,False,4,2,2,0,2,-1.0,1,0,1,30,False,2021-12-11 22:31:00,5,"(48.847198, 2.34149)",100060174-101060174,25.0
678,12,11,1,75,2,3,1,3,48.8629032145,2.3152506351,False,4,2,4,1,1,-1.0,1,0,1,30,False,2021-12-11 15:26:00,5,"(48.8629032145, 2.3152506351)",100057380-104057380,58.0
679,12,11,5,75,2,3,1,6,48.850149948,2.3177236319,False,4,-1,1,0,1,-1.0,1,0,1,30,False,2021-12-11 00:30:00,5,"(48.850149948, 2.3177236319)",100060178-101060178,9.0
680,13,11,5,75,2,3,8,6,48.867929,2.386642,False,4,2,2,0,2,-1.0,2,0,1,30,False,2021-11-13 02:40:00,5,"(48.867929, 2.386642)",100065336-104065336,0.0
681,13,11,5,75,2,1,1,6,48.887396,2.384651,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-11-13 18:10:00,5,"(48.887396, 2.384651)",100047548-104047548,5.0
682,13,11,1,75,2,7,2,5,48.895,2.359403,False,4,2,4,3,1,-1.0,2,-1,6,30,False,2021-11-13 14:20:00,5,"(48.895, 2.359403)",100047545-104047545,1.0
683,13,11,5,75,2,3,9,5,48.861285,2.284218,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-11-13 20:20:00,5,"(48.861285, 2.284218)",100056330-104056330,1.0
684,12,11,5,75,2,3,1,3,48.868835,2.273538,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-12-11 23:20:00,5,"(48.868835, 2.273538)",100047534-101047534,0.0
685,13,11,1,75,2,7,2,3,48.834986,2.331804,False,4,1,3,0,1,-1.0,2,0,1,30,False,2021-11-13 15:10:00,5,"(48.834986, 2.331804)",100003096-353242251,0.0
686,13,11,5,75,2,1,1,2,48.847918,2.40072,False,4,2,6,0,1,-1.0,2,0,1,50,False,2021-11-13 21:15:00,5,"(48.847918, 2.40072)",100047537-101047537,2.0
687,12,11,5,75,2,2,1,6,48.862656,2.367322,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-11 19:00:00,5,"(48.862656, 2.367322)",100047544-101047544,120.0
688,13,11,1,75,2,3,2,6,48.869112,2.355158,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-11-13 12:30:00,5,"(48.869112, 2.355158)",100056334-104056334,5.0
689,13,11,5,75,2,3,1,3,48.868856,2.314638,False,4,2,3,0,1,-1.0,1,0,1,50,False,2021-11-13 02:00:00,5,"(48.868856, 2.314638)",100057380-104057380,1.0
690,11,11,5,75,2,1,1,5,48.874045,2.325097,False,4,1,3,3,1,-1.0,1,0,1,30,True,2021-11-11 20:45:00,3,"(48.874045, 2.325097)",100056035-353266460,0.0
691,12,11,5,75,2,1,1,3,48.869171,2.270687,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-12-11 17:40:00,5,"(48.869171, 2.270687)",100047534-101047534,0.0
692,12,11,2,75,2,1,5,6,48.8187871029,2.3306626081,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-12-11 07:36:00,5,"(48.8187871029, 2.3306626081)",100056225-101056225,2.0
693,12,11,1,75,2,2,1,6,48.882608,2.380313,False,4,2,2,0,2,-1.0,1,0,1,30,False,2021-12-11 13:17:00,5,"(48.882608, 2.380313)",100056034-101056034,79.0
694,12,11,2,75,2,1,1,3,48.889221,2.393878,True,4,1,2,2,1,-1.0,1,-1,5,30,False,2021-12-11 07:45:00,5,"(48.889221, 2.393878)",100047542-104047542,46.0
695,12,11,5,75,2,2,1,3,48.895979,2.330907,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-11 21:00:00,5,"(48.895979, 2.330907)",100063175-353277235,63.0
696,12,11,5,75,2,2,1,6,48.872482,2.293958,True,4,1,1,1,1,-1.0,1,-1,5,50,False,2021-12-11 17:55:00,5,"(48.872482, 2.293958)",100044494-101044494,32.0
697,12,11,1,75,2,3,1,6,48.858312,2.283117,False,4,-1,1,0,1,-1.0,1,0,1,30,False,2021-12-11 11:00:00,5,"(48.858312, 2.283117)",100056330-104056330,73.0
698,11,11,5,75,2,2,1,3,48.836086,2.278283,False,4,-1,2,0,1,-1.0,1,0,1,30,True,2021-11-11 18:25:00,3,"(48.836086, 2.278283)",100047551-102047551,0.0
699,12,11,2,75,2,3,1,6,48.8516113266,2.374843955,False,4,2,3,1,1,-1.0,1,0,1,30,False,2021-12-11 17:30:00,5,"(48.8516113266, 2.374843955)",100007049-101007049,101.0
700,12,11,1,75,2,2,1,3,48.850646,2.39221,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-11 12:50:00,5,"(48.850646, 2.39221)",100047537-101047537,179.0
