index,jour,mois,lumiere,departement,agglomeration,intersection,condition_atmospherique,type_collision,lat,long,velo,categorie_route,circulation,nombre_voie,voie_reservee,declivite,largeur_route,etat_surface,type_infrastructure,voie_accident,limite_vitesse,vacances,Date,weekday,coordinates,closest_compteur,traffic
143,17,12,1,75,2,2,8,3,48.846087,2.276968,False,4,2,1,0,1,-1.0,1,2,1,50,False,2021-12-17 10:35:00,4,"(48.846087, 2.276968)",100042374-109042374,63.0
144,17,12,1,75,2,2,1,6,48.821209,2.334299,True,4,2,2,1,1,-1.0,1,-1,5,30,False,2021-12-17 09:02:00,4,"(48.821209, 2.334299)",100056225-101056225,1.0
145,17,12,5,75,2,2,1,3,48.820205,2.366053,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-12-17 17:53:00,4,"(48.820205, 2.366053)",100056041-101056041,109.0
146,17,12,1,75,2,7,1,2,48.831887,2.355849,True,4,2,2,0,1,-1.0,1,0,1,50,False,2021-12-17 11:23:00,4,"(48.831887, 2.355849)",100049408-101049408,38.0
147,17,12,1,75,2,7,1,3,48.830964,2.355942,False,4,1,2,1,1,-1.0,1,-1,5,30,False,2021-12-17 10:58:00,4,"(48.830964, 2.355942)",100047539-101047539,0.0
148,17,12,5,75,2,3,1,6,48.846093,2.375683,False,4,1,3,0,1,-1.0,1,0,1,30,False,2021-12-17 16:55:00,4,"(48.846093, 2.375683)",100007049-101007049,101.0
149,16,12,5,75,2,1,1,2,48.826918,2.391582,False,4,3,4,0,2,-1.0,1,0,1,70,False,2021-12-16 18:06:00,3,"(48.826918, 2.391582)",100047546-104047546,240.0
150,17,12,1,75,2,2,1,3,48.863058,2.379303,True,4,1,1,2,1,-1.0,1,-1,5,30,False,2021-12-17 16:10:00,4,"(48.863058, 2.379303)",100044506-101044506,258.0
151,17,12,1,75,2,3,1,3,48.876185,2.319466,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-17 13:30:00,4,"(48.876185, 2.319466)",100063175-353277235,136.0
152,16,12,5,75,2,1,1,3,48.891777,2.395562,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-16 18:20:00,3,"(48.891777, 2.395562)",100047542-104047542,293.0
153,16,12,1,75,2,1,1,5,48.898351,2.314643,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-16 08:15:00,3,"(48.898351, 2.314643)",100063175-353277235,343.0
154,15,12,5,75,2,1,1,3,48.85993,2.413982,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-15 17:00:00,2,"(48.85993, 2.413982)",100056036-101056036,0.0
155,16,12,5,75,2,4,1,6,48.863821,2.382287,False,4,2,4,2,1,-1.0,1,0,1,30,False,2021-12-16 02:29:00,3,"(48.863821, 2.382287)",100065336-104065336,23.0
156,15,12,1,75,2,2,1,6,48.837695,2.345502,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-12-15 12:36:00,2,"(48.837695, 2.345502)",100049408-101049408,63.0
157,16,12,5,75,2,1,1,2,48.90073,2.372563,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-16 18:45:00,3,"(48.90073, 2.372563)",100047545-104047545,79.0
158,16,12,5,75,2,1,1,2,48.888766,2.356739,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-16 06:40:00,3,"(48.888766, 2.356739)",100047536-101047536,140.0
159,16,12,2,75,2,1,1,6,48.881603,2.315197,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-16 18:43:00,3,"(48.881603, 2.315197)",100063175-353277235,198.0
160,16,12,5,75,2,3,1,6,48.850532,2.260277,False,4,2,3,0,1,-1.0,1,0,1,50,False,2021-12-16 02:30:00,3,"(48.850532, 2.260277)",100047535-101047535,4.0
161,16,12,1,75,2,3,1,7,48.833198,2.319332,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-16 11:25:00,3,"(48.833198, 2.319332)",100056225-101056225,2.0
162,16,12,5,75,2,1,1,3,48.829591,2.356213,False,4,2,4,1,1,-1.0,1,0,1,30,False,2021-12-16 18:30:00,3,"(48.829591, 2.356213)",100047539-101047539,103.0
163,16,12,5,75,2,1,1,7,48.860467,2.295214,False,4,1,2,1,1,-1.0,1,0,1,30,False,2021-12-16 02:05:00,3,"(48.860467, 2.295214)",100056330-104056330,6.0
164,16,12,5,75,2,1,1,3,48.85131,2.391015,True,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-12-16 00:10:00,3,"(48.85131, 2.391015)",100047537-101047537,58.0
165,16,12,5,75,2,2,1,3,48.881607,2.365773,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-12-16 19:55:00,3,"(48.881607, 2.365773)",100047545-104047545,51.0
166,15,12,5,75,2,3,1,6,48.887232,2.387164,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-15 17:00:00,2,"(48.887232, 2.387164)",100047548-104047548,0.0
167,15,12,2,75,2,5,1,3,48.894171,2.332709,True,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-15 20:40:00,2,"(48.894171, 2.332709)",100063175-353277235,69.0
168,15,12,5,75,2,2,1,3,48.858566,2.244879,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-12-15 20:15:00,2,"(48.858566, 2.244879)",100047535-101047535,102.0
169,15,12,1,75,2,1,1,2,48.859708,2.29043,False,4,1,1,0,4,-1.0,1,1,1,30,False,2021-12-15 16:05:00,2,"(48.859708, 2.29043)",100056330-104056330,93.0
170,15,12,1,75,2,2,1,2,48.849306,2.281676,False,4,2,6,0,1,-1.0,1,0,1,30,False,2021-12-15 15:20:00,2,"(48.849306, 2.281676)",100056330-104056330,70.0
171,15,12,5,75,2,1,1,6,48.82089,2.335887,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-12-15 17:15:00,2,"(48.82089, 2.335887)",100056225-101056225,6.0
172,14,12,2,75,2,1,1,7,48.858517,2.292757,False,4,2,5,1,1,-1.0,1,0,4,30,False,2021-12-14 23:10:00,1,"(48.858517, 2.292757)",100056330-104056330,45.0
173,14,12,5,75,2,2,1,6,48.830958,2.31229,False,4,1,1,0,1,-1.0,1,0,1,50,False,2021-12-14 17:05:00,1,"(48.830958, 2.31229)",100047547-104047547,167.0
174,15,12,5,75,2,2,1,1,48.836071,2.346694,True,4,1,1,1,1,-1.0,1,-1,5,30,False,2021-12-15 19:40:00,2,"(48.836071, 2.346694)",100049408-101049408,66.0
175,15,12,1,75,2,1,1,6,48.861269,2.374304,False,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-12-15 16:00:00,2,"(48.861269, 2.374304)",100044506-101044506,183.0
176,15,12,5,75,2,2,1,3,48.85067,2.394498,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-15 02:35:00,2,"(48.85067, 2.394498)",100047537-101047537,2.0
177,14,12,5,75,2,2,1,3,48.870064,2.300994,False,4,3,2,2,1,-1.0,1,0,1,30,False,2021-12-14 18:15:00,1,"(48.870064, 2.300994)",100056042-101056042,337.0
178,14,12,1,75,2,2,1,3,48.861208,2.353492,False,4,1,3,3,1,-1.0,1,0,1,30,False,2021-12-14 14:56:00,1,"(48.861208, 2.353492)",100057445-103057445,233.0
179,14,12,1,75,2,4,1,3,48.868695,2.333142,False,4,2,4,0,1,-1.0,1,-1,6,30,False,2021-12-14 14:40:00,1,"(48.868695, 2.333142)",100056035-353266460,49.0
180,14,12,5,75,2,1,1,3,48.869784,2.271684,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-14 17:35:00,1,"(48.869784, 2.271684)",100047534-101047534,0.0
181,14,12,1,75,2,4,1,3,48.832646,2.279841,False,4,1,3,0,1,-1.0,1,0,1,70,False,2021-12-14 12:05:00,1,"(48.832646, 2.279841)",100056331-103056331,7.0
182,14,12,1,75,2,1,1,2,48.83527,2.259963,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-14 08:40:00,1,"(48.83527, 2.259963)",100056331-103056331,24.0
183,13,12,1,75,2,1,1,3,48.864257,2.413279,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-13 16:00:00,0,"(48.864257, 2.413279)",100056327-103056327,54.0
184,14,12,5,75,2,2,1,3,48.866663,2.397107,False,4,2,3,3,2,-1.0,1,0,1,30,False,2021-12-14 20:10:00,1,"(48.866663, 2.397107)",100047537-101047537,271.0
185,13,12,5,75,2,5,8,6,48.887356,2.314093,False,4,2,4,3,1,-1.0,1,0,1,30,False,2021-12-13 23:45:00,0,"(48.887356, 2.314093)",100063175-353277235,19.0
186,11,12,1,75,2,1,1,7,48.857223,2.237362,True,4,2,2,1,1,-1.0,1,-1,5,30,False,2021-11-12 15:20:00,4,"(48.857223, 2.237362)",100047535-101047535,0.0
187,14,12,1,75,2,1,1,6,48.827303,2.325561,True,4,1,2,2,1,-1.0,1,0,1,30,False,2021-12-14 09:15:00,1,"(48.827303, 2.325561)",100056225-101056225,5.0
188,14,12,1,75,2,2,1,3,48.835846,2.352503,False,4,2,4,3,1,-1.0,1,0,1,50,False,2021-12-14 09:10:00,1,"(48.835846, 2.352503)",100049408-101049408,131.0
189,14,12,5,75,2,2,1,2,48.88428,2.364641,True,4,1,3,1,1,-1.0,1,0,1,30,False,2021-12-14 21:05:00,1,"(48.88428, 2.364641)",100047545-104047545,48.0
190,14,12,1,75,2,1,1,2,48.874495,2.326848,False,4,1,2,1,1,-1.0,1,-1,5,30,False,2021-12-14 11:02:00,1,"(48.874495, 2.326848)",100063175-353277235,99.0
191,14,12,4,75,2,7,1,3,48.866664,2.32201,False,4,4,4,0,1,-1.0,1,0,1,30,False,2021-12-14 19:20:00,1,"(48.866664, 2.32201)",100056035-353266460,114.0
192,14,12,5,75,2,1,1,3,48.853816,2.356425,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-12-14 17:00:00,1,"(48.853816, 2.356425)",100036719-104036719,50.0
193,11,12,5,75,2,5,2,6,48.82609,2.360118,True,4,1,4,1,1,-1.0,2,0,5,30,False,2021-11-12 20:43:00,4,"(48.82609, 2.360118)",100056039-101056039,5.0
194,11,12,5,75,2,5,1,6,48.871741,2.367808,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-12 03:05:00,4,"(48.871741, 2.367808)",100047544-101047544,2.0
195,13,12,1,75,2,1,8,2,48.843718,2.342332,False,4,2,1,0,1,-1.0,3,0,1,30,False,2021-12-13 15:25:00,0,"(48.843718, 2.342332)",100060174-101060174,43.0
196,13,12,5,75,2,7,1,2,48.878017,2.370687,False,4,1,4,0,1,-1.0,1,0,1,30,False,2021-12-13 20:20:00,0,"(48.878017, 2.370687)",100056034-101056034,99.0
197,9,12,1,75,2,1,1,3,48.849878,2.268305,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-09-12 13:50:00,6,"(48.849878, 2.268305)",100042374-109042374,0.0
198,13,12,5,75,2,1,1,3,48.828121,2.303731,True,4,2,4,1,2,-1.0,1,-1,5,30,False,2021-12-13 17:04:00,0,"(48.828121, 2.303731)",100047547-104047547,184.0
199,13,12,1,75,2,1,1,6,48.836546,2.295,True,4,1,2,0,1,-1.0,1,0,1,30,False,2021-12-13 08:20:00,0,"(48.836546, 2.295)",300014702-353245971,319.0
200,12,12,1,75,2,1,8,6,48.829411,2.387432,False,4,1,3,0,1,-1.0,2,1,1,50,False,2021-12-12 13:20:00,6,"(48.829411, 2.387432)",100047546-104047546,36.0
201,13,12,5,75,2,4,1,2,48.865043,2.316108,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-12-13 20:00:00,0,"(48.865043, 2.316108)",100057380-104057380,78.0
202,12,12,5,75,2,2,1,3,48.856484,2.364352,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-12 22:00:00,6,"(48.856484, 2.364352)",100036719-104036719,7.0
203,11,12,5,75,2,1,1,5,48.900695,2.365705,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-12 16:50:00,4,"(48.900695, 2.365705)",100047545-104047545,1.0
204,12,12,2,75,2,5,2,3,48.888345,2.348014,False,4,1,1,0,2,-1.0,2,0,1,30,False,2021-12-12 16:30:00,6,"(48.888345, 2.348014)",100063173-101063173,0.0
205,11,12,1,75,2,1,1,6,48.886706,2.288961,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-12 13:35:00,4,"(48.886706, 2.288961)",100047534-101047534,0.0
206,12,12,5,75,2,7,2,2,48.873146,2.295136,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-12-12 19:00:00,6,"(48.873146, 2.295136)",100044494-101044494,23.0
207,12,12,5,75,2,2,2,3,48.834949,2.344996,False,4,2,4,2,1,-1.0,2,0,1,30,False,2021-12-12 19:50:00,6,"(48.834949, 2.344996)",100049408-101049408,43.0
208,12,12,1,75,2,1,2,7,48.828757,2.387564,False,4,1,3,0,1,-1.0,2,0,1,50,False,2021-12-12 12:00:00,6,"(48.828757, 2.387564)",100047546-104047546,26.0
209,12,12,5,75,2,3,8,6,48.876919,2.334239,False,4,1,1,2,1,-1.0,2,0,1,30,False,2021-12-12 19:30:00,6,"(48.876919, 2.334239)",100063175-353277235,80.0
210,12,12,5,75,2,2,2,3,48.872858,2.310774,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-12 00:35:00,6,"(48.872858, 2.310774)",100056038-101056038,19.0
211,12,12,5,75,2,2,2,3,48.857255,2.30993,True,4,2,1,0,1,-1.0,2,0,1,30,False,2021-12-12 20:50:00,6,"(48.857255, 2.30993)",100056046-101056046,2.0
212,11,12,1,75,2,2,1,6,48.867774,2.34555,False,4,2,4,0,2,-1.0,1,0,1,30,False,2021-11-12 12:15:00,4,"(48.867774, 2.34555)",100057445-103057445,13.0
213,11,12,5,75,2,1,1,7,48.865767,2.268076,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-12 01:00:00,4,"(48.865767, 2.268076)",100042374-109042374,0.0
214,9,12,2,75,2,1,1,4,48.841434,2.254139,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-09-12 17:45:00,6,"(48.841434, 2.254139)",100047535-101047535,0.0
215,11,12,1,75,2,1,1,6,48.849617,2.329318,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-12 11:20:00,4,"(48.849617, 2.329318)",100049407-353255860,1.0
216,11,12,1,75,2,1,1,6,48.8408347166,2.3486575484,False,4,1,1,0,2,-1.0,1,0,1,30,False,2021-11-12 10:45:00,4,"(48.8408347166, 2.3486575484)",300021312-353293580,2.0
217,11,12,5,75,2,3,1,3,48.86269,2.406671,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-11-12 21:20:00,4,"(48.86269, 2.406671)",100056036-101056036,0.0
218,11,12,1,75,2,3,1,3,48.8584022942,2.3900467157,False,4,3,4,0,1,-1.0,1,0,1,30,False,2021-11-12 12:40:00,4,"(48.8584022942, 2.3900467157)",100047537-101047537,2.0
219,11,12,2,75,2,7,1,3,48.862935,2.387526,False,4,2,3,1,1,-1.0,1,-1,5,30,False,2021-11-12 07:45:00,4,"(48.862935, 2.387526)",100065336-104065336,0.0
220,11,12,5,75,2,3,1,3,48.847976,2.25132,False,4,-1,0,0,1,-1.0,1,0,1,50,False,2021-11-12 21:15:00,4,"(48.847976, 2.25132)",100047535-101047535,0.0
221,11,12,1,75,2,2,1,6,48.854797,2.288492,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-12 11:00:00,4,"(48.854797, 2.288492)",100056330-104056330,1.0
222,11,12,1,75,2,4,1,3,48.839836,2.302171,False,4,1,3,3,1,-1.0,1,-1,6,30,False,2021-11-12 11:25:00,4,"(48.839836, 2.302171)",300014702-353245971,2.0
223,10,12,5,75,2,2,1,3,48.838717,2.269763,False,4,2,0,0,1,-1.0,1,0,1,30,False,2021-10-12 20:50:00,1,"(48.838717, 2.269763)",100047551-102047551,0.0
224,11,12,1,75,2,1,1,3,48.834866,2.343079,True,4,2,4,1,2,-1.0,1,-1,5,30,False,2021-11-12 15:10:00,4,"(48.834866, 2.343079)",100003098-101003098,3.0
225,10,12,5,75,2,2,1,6,48.8325537,2.379768,False,4,2,5,0,1,-1.0,1,0,1,30,False,2021-10-12 23:55:00,1,"(48.8325537, 2.379768)",100036718-104036718,5.0
226,11,12,5,75,2,2,1,6,48.846649,2.372011,False,4,2,3,3,1,-1.0,1,0,1,30,False,2021-11-12 20:15:00,4,"(48.846649, 2.372011)",100041488-101041488,2.0
227,11,12,5,75,2,4,1,2,48.835517,2.412257,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-11-12 02:05:00,4,"(48.835517, 2.412257)",100056226-104056226,1.0
228,11,12,1,75,2,2,1,3,48.868472,2.298904,False,4,2,4,3,2,-1.0,1,0,1,50,False,2021-11-12 16:30:00,4,"(48.868472, 2.298904)",100056042-101056042,1.0
229,11,12,5,75,2,2,1,3,48.864564,2.332697,False,4,1,2,0,1,-1.0,1,0,1,30,False,2021-11-12 00:25:00,4,"(48.864564, 2.332697)",100056035-353266460,0.0
230,24,9,1,75,2,2,1,3,48.840633,2.284191,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-09-24 11:10:00,4,"(48.840633, 2.284191)",100056330-104056330,1.0
231,9,12,5,75,2,1,3,7,48.892762,2.302367,False,4,1,4,0,1,-1.0,2,0,1,70,False,2021-09-12 23:50:00,6,"(48.892762, 2.302367)",100044494-101044494,1.0
232,10,12,5,75,2,2,2,6,48.854017,2.368977,False,4,3,1,1,1,-1.0,2,0,1,30,False,2021-10-12 01:21:00,1,"(48.854017, 2.368977)",100047544-101047544,2.0
233,10,12,1,75,2,2,1,6,48.839021,2.349235,False,4,1,1,0,2,-1.0,2,0,1,30,False,2021-10-12 15:00:00,1,"(48.839021, 2.349235)",100049408-101049408,2.0
234,9,12,5,75,2,2,1,3,48.846703,2.415874,False,4,2,3,0,1,-1.0,1,-1,5,30,False,2021-09-12 18:30:00,6,"(48.846703, 2.415874)",100056036-101056036,0.0
235,10,12,1,75,2,2,2,3,48.8906150672,2.3768019676,False,4,2,3,0,1,-1.0,2,0,1,30,False,2021-10-12 11:10:00,1,"(48.8906150672, 2.3768019676)",100056032-101056032,5.0
236,10,12,1,75,2,1,2,2,48.891885,2.379955,False,4,2,2,0,2,-1.0,2,0,1,30,False,2021-10-12 09:40:00,1,"(48.891885, 2.379955)",100047548-104047548,5.0
237,9,12,1,75,2,2,1,3,48.882343,2.320959,False,4,-1,0,0,1,-1.0,1,0,1,30,False,2021-09-12 15:35:00,6,"(48.882343, 2.320959)",100063175-353277235,2.0
238,10,12,1,75,2,7,2,3,48.86427,2.30153,True,4,2,1,0,1,-1.0,2,0,1,30,False,2021-10-12 10:20:00,1,"(48.86427, 2.30153)",100056042-101056042,1.0
239,10,12,5,75,2,5,2,6,48.854475,2.283495,False,4,1,3,3,1,-1.0,2,-1,6,30,False,2021-10-12 02:00:00,1,"(48.854475, 2.283495)",100056330-104056330,1.0
240,10,12,5,75,2,4,1,6,48.832687,2.288369,False,4,-1,2,0,1,-1.0,1,0,1,50,False,2021-10-12 19:13:00,1,"(48.832687, 2.288369)",300014702-353245971,2.0
241,10,12,5,75,2,4,1,6,48.848436,2.280903,False,4,-1,1,0,1,-1.0,1,0,1,30,False,2021-10-12 18:30:00,1,"(48.848436, 2.280903)",100042374-109042374,0.0
242,8,12,5,75,2,2,1,2,48.849155,2.298041,False,4,2,2,1,1,-1.0,1,0,1,30,False,2021-08-12 18:15:00,3,"(48.849155, 2.298041)",100056040-101056040,0.0
243,10,12,1,75,2,1,1,7,48.83265,2.337406,True,4,1,1,1,2,-1.0,2,-1,5,30,False,2021-10-12 13:40:00,1,"(48.83265, 2.337406)",100003098-101003098,3.0
244,10,12,5,75,2,2,2,3,48.841919,2.367879,False,4,2,6,0,1,-1.0,2,0,1,30,False,2021-10-12 06:45:00,1,"(48.841919, 2.367879)",100056329-103056329,0.0
245,10,12,5,75,2,1,1,3,48.833084,2.395699,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-10-12 19:50:00,1,"(48.833084, 2.395699)",100056226-104056226,1.0
246,10,12,5,75,2,7,1,3,48.849358,2.395318,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-10-12 19:10:00,1,"(48.849358, 2.395318)",100047537-101047537,2.0
247,10,12,1,75,2,3,8,3,48.876708,2.308607,True,4,1,1,2,1,-1.0,2,0,1,30,False,2021-10-12 12:00:00,1,"(48.876708, 2.308607)",100056038-101056038,2.0
248,10,12,1,75,2,2,1,6,48.854868,2.296385,False,4,2,2,1,1,-1.0,2,0,1,30,False,2021-10-12 14:35:00,1,"(48.854868, 2.296385)",100056330-104056330,1.0
249,10,12,1,75,2,2,6,6,48.864428,2.351511,True,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-10-12 14:45:00,1,"(48.864428, 2.351511)",100057445-103057445,13.0
250,10,12,3,75,1,1,1,2,48.8482649185,2.2422891855,False,1,3,2,0,1,-1.0,1,0,1,110,False,2021-10-12 17:50:00,1,"(48.8482649185, 2.2422891855)",100047535-101047535,0.0
251,8,12,5,75,2,2,1,3,48.82618,2.357276,False,4,2,5,0,1,-1.0,1,0,1,30,False,2021-08-12 22:56:00,3,"(48.82618, 2.357276)",100047539-101047539,2.0
252,8,12,5,75,2,3,1,3,48.833529,2.36342,False,4,1,3,2,1,-1.0,2,0,1,30,False,2021-08-12 19:20:00,3,"(48.833529, 2.36342)",100057329-104057329,6.0
253,9,12,5,75,2,4,1,6,48.843185,2.364156,False,4,1,6,0,1,-1.0,1,0,1,30,False,2021-09-12 03:37:00,6,"(48.843185, 2.364156)",100057329-104057329,6.0
254,8,12,1,75,2,3,1,6,48.864624,2.405623,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-08-12 10:20:00,3,"(48.864624, 2.405623)",100056036-101056036,0.0
255,9,12,5,75,2,7,1,3,48.882783,2.370272,True,4,2,5,1,1,-1.0,1,0,1,30,False,2021-09-12 21:44:00,6,"(48.882783, 2.370272)",100056034-101056034,4.0
256,9,12,1,75,2,2,1,3,48.897617,2.385687,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-09-12 14:05:00,6,"(48.897617, 2.385687)",100047542-104047542,3.0
257,9,12,1,75,2,1,1,6,48.897967,2.341513,False,4,1,2,1,1,-1.0,1,8,1,50,False,2021-09-12 08:30:00,6,"(48.897967, 2.341513)",300021320-353293614,1.0
258,9,12,5,75,2,2,1,2,48.887084,2.289556,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-09-12 20:00:00,6,"(48.887084, 2.289556)",100047534-101047534,0.0
259,9,12,5,75,2,5,9,2,48.880711,2.285292,False,4,2,4,0,1,-1.0,1,5,1,30,False,2021-09-12 19:20:00,6,"(48.880711, 2.285292)",100047534-101047534,0.0
260,8,12,1,75,2,2,1,3,48.882834,2.302985,False,4,2,8,0,1,-1.0,1,0,1,30,False,2021-08-12 10:10:00,3,"(48.882834, 2.302985)",100044494-101044494,1.0
261,9,12,1,75,2,2,1,6,48.852725,2.262502,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-09-12 11:11:00,6,"(48.852725, 2.262502)",100047535-101047535,0.0
262,9,12,5,75,2,5,1,6,48.850727,2.292359,False,4,1,1,2,1,-1.0,1,-1,5,30,False,2021-09-12 16:55:00,6,"(48.850727, 2.292359)",100056330-104056330,1.0
263,9,12,5,75,2,1,1,3,48.846348,2.40608,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-09-12 18:00:00,6,"(48.846348, 2.40608)",100056226-104056226,1.0
264,9,12,1,75,2,3,1,6,48.843511,2.387769,False,4,1,1,0,2,-1.0,1,0,1,30,False,2021-09-12 13:15:00,6,"(48.843511, 2.387769)",100006300-101006300,0.0
265,9,12,5,75,2,2,1,3,48.855812,2.368487,False,4,2,4,3,1,-1.0,1,0,1,30,False,2021-09-12 17:10:00,6,"(48.855812, 2.368487)",100047544-101047544,2.0
266,9,12,5,75,2,1,2,6,48.872998,2.375752,False,4,1,0,0,1,-1.0,2,0,1,30,False,2021-09-12 22:10:00,6,"(48.872998, 2.375752)",100044506-101044506,9.0
267,9,12,5,75,2,1,1,2,48.879044,2.302653,True,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-09-12 18:05:00,6,"(48.879044, 2.302653)",100056042-101056042,1.0
268,9,12,1,75,2,2,1,7,48.861703,2.341215,False,4,1,2,0,1,-1.0,1,-1,6,30,False,2021-09-12 12:05:00,6,"(48.861703, 2.341215)",100057445-103057445,13.0
269,8,12,5,75,2,3,1,3,48.868186,2.353621,False,4,1,3,0,1,-1.0,1,0,1,30,False,2021-08-12 23:30:00,3,"(48.868186, 2.353621)",100056334-104056334,5.0
270,23,9,1,75,2,2,1,3,48.866613,2.328574,True,4,1,1,0,1,-1.0,1,0,1,30,False,2021-09-23 08:20:00,3,"(48.866613, 2.328574)",100056035-353266460,0.0
271,8,12,1,75,2,4,1,2,48.820678,2.323145,False,4,1,3,0,1,-1.0,1,0,1,70,False,2021-08-12 14:35:00,3,"(48.820678, 2.323145)",100056225-101056225,0.0
272,7,12,3,75,2,1,2,4,48.861098,2.263554,False,4,1,4,0,1,-1.0,2,0,1,70,False,2021-07-12 17:10:00,0,"(48.861098, 2.263554)",100042374-109042374,0.0
273,7,12,5,75,2,7,2,3,48.8661380745,2.3075956106,False,4,1,3,0,1,-1.0,2,0,1,30,False,2021-07-12 20:56:00,0,"(48.8661380745, 2.3075956106)",100056038-101056038,2.0
274,8,12,1,75,2,1,1,7,48.848553,2.342158,True,4,2,0,0,1,-1.0,1,6,4,30,False,2021-08-12 13:20:00,3,"(48.848553, 2.342158)",100060174-101060174,0.0
275,8,12,1,75,2,5,1,6,48.853676,2.3388,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-08-12 12:10:00,3,"(48.853676, 2.3388)",100060174-101060174,0.0
276,8,12,1,75,2,2,1,3,48.888413,2.31728,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-08-12 09:15:00,3,"(48.888413, 2.31728)",100063175-353277235,2.0
277,8,12,1,75,2,7,1,6,48.871783,2.27638,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-08-12 14:30:00,3,"(48.871783, 2.27638)",100047534-101047534,0.0
278,27,11,5,75,2,1,3,6,48.840366,2.264345,False,4,2,2,0,1,-1.0,2,8,1,30,False,2021-11-27 17:40:00,5,"(48.840366, 2.264345)",100047535-101047535,0.0
279,7,12,5,75,2,7,2,2,48.869774,2.285664,False,4,2,2,0,1,-1.0,2,0,1,50,False,2021-07-12 18:10:00,0,"(48.869774, 2.285664)",100044495-101044495,0.0
280,8,12,1,75,2,3,1,2,48.84569,2.302011,True,4,2,2,0,1,-1.0,1,0,1,30,False,2021-08-12 13:38:00,3,"(48.84569, 2.302011)",100056040-101056040,0.0
281,8,12,1,75,2,2,1,6,48.839476,2.309536,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-08-12 11:26:00,3,"(48.839476, 2.309536)",300014702-353245971,2.0
282,1,12,5,75,2,4,1,2,48.834582,2.265672,False,4,2,4,0,1,-1.0,1,0,1,30,False,2021-01-12 00:10:00,1,"(48.834582, 2.265672)",100056331-103056331,0.0
283,8,12,4,75,2,2,8,6,48.837572,2.373683,False,4,3,3,0,1,-1.0,1,0,1,30,False,2021-08-12 17:52:00,3,"(48.837572, 2.373683)",100056332-104056332,2.0
284,7,12,1,75,2,2,8,6,48.837055,2.390029,False,4,-1,2,0,1,-1.0,1,0,1,30,False,2021-07-12 13:30:00,0,"(48.837055, 2.390029)",100047546-104047546,1.0
285,8,12,5,75,2,2,8,3,48.866999,2.382838,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-08-12 19:15:00,3,"(48.866999, 2.382838)",100065336-104065336,0.0
